Transaction_Date,Transaction_Time,Core_Reference_Number,Partner_Reference_Number,Channel_Reference_Number,Transaction_Type,Transaction_Type_Description,Transaction_result,Account_Name,Account_Number,Currency,Debit_Credit,Commission,Transaction_Amount,Counterparty_Account_Name,Counterparty_Account_Number,Debit_Account_Number,Credit_Account_Number,Counterparty_Currency,Transaction_purpose,Essential_Service_Sub_Category,Bill_Reference_Number,Transaction_ID,Partner_response,REMARKS,Fail_Reason
31/01/2022,11:55:35,ENS2022010800004685,203111019044,,IQRC,QR Transfer Out,S-Success,Peeka Tashi14,100100030004,BTN,Debit,,10.00,SONAM DORJI,9400940447565460,100100030004,900600018321,BTN,SONAM DORJI,Others,,PT220131115534741014211,F-Fail,,
31/01/2022,11:55:43,ENS2022010800004698,2022031115500004134,200002968370,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,"1,365.00",,30116802,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,30116802,PT220131115543041013614,S-Success,,
31/01/2022,11:56:02,ENS2022010800004716,203111019045,,IIPC,BIPS Transfer Out,S-Success,Dhondu Pem11,100100030518,BTN,Debit,,5.00,,102234682,100100030518,900500018317,BTN,Bank of Bhutan,Others,,PT220131115601795014277,F-Fail,,
31/01/2022,11:56:25,ENS2022010800004751,203111019047,,IIPC,BIPS Transfer Out,S-Success,Peeka Tashi14,100100030004,BTN,Debit,,10.00,,100640334,100100030004,900500018317,BTN,Bank of Bhutan,Others,,PT220131115625116018801,F-Fail,,
31/01/2022,11:56:43,ENS2022010800004766,2022031115600004135,200002968371,BPC,BPC Bill Payment,S-Success,Dhondu Pem1,100100032075,BTN,Debit,,"1,347.00",,30124060,100100032075,200100000004,BTN,Bhutan Power Corporation,Electricity,30124060,PT220131115643233017326,S-Success,,
31/01/2022,11:56:52,ENS2022010800004788,2022031115600004136,200002968372,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,"3,603.00",,130000510,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,130000510,PT220131115652253015506,S-Success,,
31/01/2022,11:57:01,ENS2022010800004801,203111019048,,IIPC,BIPS Transfer Out,S-Success,Peeka Tashi14,100100030004,BTN,Debit,,10.00,,101018000601,100100030004,900500018317,BTN,Bhutan Development Bank Limited,Others,,PT220131115701246017494,F-Fail,,
31/01/2022,11:57:15,ENS2022010800004829,203111019049,,IQRC,QR Transfer Out,S-Success,Dhondu Pem6,100100029610,BTN,Debit,,50.00,Dhondu Pem11,100100030518,100100029610,100100030518,BTN,Dhondu Pem11,Others,,PT220131115714766014993,,,
31/01/2022,11:57:16,ENS2022010800004840,203111019050,,IIPC,BIPS Transfer Out,S-Success,Dhondu Pem11,100100030518,BTN,Debit,,50.00,,77721010535001,100100030518,900500018317,BTN,T Bank Limited,Others,,PT220131115716122014415,F-Fail,,
31/01/2022,11:57:45,ENS2022010800004866,203111019051,,IIPC,BIPS Transfer Out,S-Success,Peeka Tashi14,100100030004,BTN,Debit,,10.00,,5100063196007,100100030004,900500018317,BTN,Bhutan National Bank,Others,,PT220131115744688016968,F-Fail,,
31/01/2022,11:58:16,ENS2022010800004887,203111019052,,IIPC,BIPS Transfer Out,S-Success,Peeka Tashi14,100100030004,BTN,Debit,,10.00,,110020001146,100100030004,900500018317,BTN,Druk PNB Bank Ltd.,Others,,PT220131115816112018630,F-Fail,,
31/01/2022,11:58:25,ENS2022010800004900,203111019053,,IIPC,BIPS Transfer Out,S-Success,Dhondu Pem11,100100030518,BTN,Debit,,100.00,,5100063196007,100100030518,900500018317,BTN,Bhutan National Bank,Others,,PT220131115824772014392,F-Fail,,
31/01/2022,11:59:13,ENS2022010800004929,2022031115900004137,,BPC,BPC Bill Payment,S-Success,Dhondu Pem10,100100030395,BTN,Debit,,"125,390.00",,130000509,100100030395,200100000004,BTN,Bhutan Power Corporation,Electricity,130000509,PT220131115913406018217,F-Fail,,
31/01/2022,11:59:21,ENS2022010800004946,203111019054,,IQRC,QR Transfer Out,S-Success,Dhondu Pem11,100100030518,BTN,Debit,,"1,000.00",Dhondu Pem6,100100029610,100100030518,100100029610,BTN,Dhondu Pem6,Others,,PT220131115921061016010,,,
31/01/2022,11:59:28,ENS2022010800004967,203111019055,,IIPC,BIPS Transfer Out,S-Success,Peeka Tashi14,100100030004,BTN,Debit,,10.00,,77721010535001,100100030004,900500018317,BTN,T Bank Limited,Others,,PT220131115928278014644,F-Fail,,
31/01/2022,11:59:41,ENS2022010800004929,2022031115900004137,,BPC,BPC Bill Payment,Auto Reversal Success,Dhondu Pem10,100100030395,BTN,Credit,,"125,390.00",,130000509,200100000004,100100030395,BTN,Bhutan Power Corporation,Electricity,130000509,PT220131115941472013182,,,
31/01/2022,12:00:50,ENS2022010800004995,203112019058,,IQRC,QR Transfer Out,S-Success,Dhondu Pem6,100100029610,BTN,Debit,,50.00,SITHAR LHAMO,9400940000001911,100100029610,900600018321,BTN,SITHAR LHAMO ,Others,,PT220131120050582013334,F-Fail,,
31/01/2022,12:04:27,ENS2022010800005043,20220131120415974UWGUU,,IT,Internal Transfer,S-Success,Dhondu Pem11,100100030518,BTN,Debit,,10.00,Dhondu Pem6,100100029610,100100030518,100100029610,BTN,Dhondu Pem6,Family & Friends,,PT220131120427053012315,,,
31/01/2022,12:10:52,ENS2022010800005121,203112019063,,IQRC,QR Transfer Out,S-Success,Dhondu Pem6,100100029610,BTN,Debit,,500.00,Dhondu Pem11,100100030518,100100029610,100100030518,BTN,Dhondu Pem11,Others,,PT220131121051899017485,,,
31/01/2022,12:12:37,ENS2022010800005205,203112019065,,IQRC,QR Transfer Out,S-Success,Dhondu Pem6,100100029610,BTN,Debit,,50.00,TASHI CHEZOM,9400940300005802,100100029610,900600018321,BTN,TASHI CHEZOM,Others,,PT220131121236887017594,F-Fail,,
31/01/2022,12:17:12,ENS2022010800005287,203112019067,,IQRC,QR Transfer Out,S-Success,Dhondu Pem15,100100029993,BTN,Debit,,10.00,Peeka Tashi14,100100030004,100100029993,100100030004,BTN,Peeka Tashi14,Others,,PT220131121711521018610,,,
31/01/2022,12:17:54,ENS2022010800005318,203112019068,,IQRC,QR Transfer Out,S-Success,Dhondu Pem15,100100029993,BTN,Debit,,5.00,Peeka Tashi14,100100030004,100100029993,100100030004,BTN,Peeka Tashi14,Others,,PT220131121753835014821,,,
31/01/2022,12:19:28,ENS2022010800005371,203112019069,,IQRC,QR Transfer Out,S-Success,Dhondu Pem15,100100029993,BTN,Debit,,10.00,Peeka Tashi14,100100030004,100100029993,100100030004,BTN,Peeka Tashi14,Others,,PT220131121927753018473,,,
31/01/2022,12:19:54,ENS2022010800005399,203112019070,,IIPC,BIPS Transfer Out,S-Success,Dhondu Pem11,100100030518,BTN,Debit,,100.00,,77721010535001,100100030518,900500018317,BTN,T Bank Limited,Others,,PT220131121953950013156,F-Fail,,
31/01/2022,12:26:25,ENS2022010800005487,20220311226001033,20220311226001033,ITPP,TC Postpaid,S-Success,1000002847,100100030395,BTN,Debit,,"32,331.00",,77999145,100100030395,200100000002,BTN,TashiCell,Mobile Postpaid,77999145,PT220131122625134013806,S-Success,,
31/01/2022,12:28:35,ENS2022010800005523,203112019072,,IIPC,BIPS Transfer Out,S-Success,Peeka Tashi14,100100030004,BTN,Debit,,10.00,,5100063196007,100100030004,900500018317,BTN,Bhutan National Bank,Others,,PT220131122834941012045,F-Fail,,
31/01/2022,12:28:41,ENS2022010800005533,20220311228001034,20220311228001034,ITPP,TC Postpaid,S-Success,1000002847,100100030395,BTN,Debit,,"32,322.00",,77999148,100100030395,200100000002,BTN,TashiCell,Mobile Postpaid,77999148,PT220131122841461012331,S-Success,,
31/01/2022,12:30:07,ENS2022010800005576,203112019074,,IQRC,QR Transfer Out,S-Success,Dhondu Pem6,100100029610,BTN,Debit,,50.00,TASHI CHEZOM,9400940300005802,100100029610,900600018321,BTN,TASHI CHEZOM,Others,,PT220131123006913014757,F-Fail,,
31/01/2022,12:40:53,ENS2022010800005677,203112019076,,IQRC,QR Transfer Out,S-Success,Peeka Tashi15,100100029602,BTN,Debit,,50.00,SITHAR LHAMO,9400940000001911,100100029602,900600018321,BTN,SITHAR LHAMO ,Others,,PT220131124053131011735,F-Fail,,
31/01/2022,12:41:14,ENS2022010800005693,203112019078,,IQRC,QR Transfer Out,S-Success,Peeka Tashi15,100100029602,BTN,Debit,,22.00,TASHI CHEZOM,9400940300005802,100100029602,900600018321,BTN,TASHI CHEZOM,Others,,PT220131124114372013860,F-Fail,,
31/01/2022,13:33:00,ENS2022010800005880,20220311333001035,20220311333001035,ITPP,TC Postpaid,S-Success,1000002770,100100029602,BTN,Debit,,"55,664.00",,77999147,100100029602,200100000002,BTN,TashiCell,Mobile Postpaid,77999147,PT220131133300481019968,S-Success,,
31/01/2022,14:06:07,ENS2022010800005931,2022031140600004138,200002968374,BPC,BPC Bill Payment,S-Success,Dhondu Pem6,100100029610,BTN,Debit,,"2,135.00",,40025649,100100029610,200100000004,BTN,Bhutan Power Corporation,Electricity,40025649,PT220131140607586016678,S-Success,,
31/01/2022,14:06:31,ENS2022010800005945,2022031140600004139,,BPC,BPC Bill Payment,S-Success,Dhondu Pem6,100100029610,BTN,Debit,,"2,135.00",,40025649,100100029610,200100000004,BTN,Bhutan Power Corporation,Electricity,40025649,PT220131140631148016686,F-Fail,,
31/01/2022,14:06:32,ENS2022010800005945,2022031140600004139,,BPC,BPC Bill Payment,Auto Reversal Success,Dhondu Pem6,100100029610,BTN,Credit,,"2,135.00",,40025649,200100000004,100100029610,BTN,Bhutan Power Corporation,Electricity,40025649,PT220131140632215019092,,,
31/01/2022,14:08:04,ENS2022010800005970,2022031140800004140,200002968375,BPC,BPC Bill Payment,S-Success,Dhondu Pem6,100100029610,BTN,Debit,,"1,989.00",,70006044,100100029610,200100000004,BTN,Bhutan Power Corporation,Electricity,70006044,PT220131140803870011422,S-Success,,
31/01/2022,14:08:26,ENS2022010800005984,2022031140800004141,,BPC,BPC Bill Payment,S-Success,Dhondu Pem6,100100029610,BTN,Debit,,"1,989.00",,70006044,100100029610,200100000004,BTN,Bhutan Power Corporation,Electricity,70006044,PT220131140825852018033,F-Fail,,
31/01/2022,14:08:27,ENS2022010800005984,2022031140800004141,,BPC,BPC Bill Payment,Auto Reversal Success,Dhondu Pem6,100100029610,BTN,Credit,,"1,989.00",,70006044,200100000004,100100029610,BTN,Bhutan Power Corporation,Electricity,70006044,PT220131140826818019088,,,
31/01/2022,14:57:37,ENS2022010800006063,20220311457001036,,ITRC,TC Recharge,S-Success,1000002809,100100029993,BTN,Debit,,49.00,,77634899,100100029993,200100000002,BTN,TashiCell,Recharge Mobile,77634899,PT220131145737599011106,F-Fail,,
31/01/2022,14:57:37,ENS2022010800006063,20220311457001036,,ITRC-C,TC Recharge- Commission,S-Success,1000002809,100100029993,BTN,,1.96,49.00,,77634899,200100000002,901200022622,BTN,TashiCell,Recharge Mobile,77634899,PT220131145738318016925,F-Fail,,
31/01/2022,14:57:39,ENS2022010800006063,20220311457001036,,ITRC,TC Recharge,Auto Reversal Success,1000002809,100100029993,BTN,Credit,,49.00,,77634899,200100000002,100100029993,BTN,TashiCell,Recharge Mobile,77634899,PT220131145738867016255,,,
31/01/2022,14:57:39,ENS2022010800006063,20220311457001036,,ITRC-C,TC Recharge- Commission,Auto Reversal Success,1000002809,100100029993,BTN,,1.96,49.00,,77634899,901200022622,200100000002,BTN,,,,PT220131145739465018816,,,
31/01/2022,15:01:53,ENS2022010800006081,2022031150100004142,200002968376,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,961.00,,70018314,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,70018314,PT220131150152840013130,S-Success,,
31/01/2022,15:02:13,ENS2022010800006095,2022031150200004143,,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,961.00,,70018314,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,70018314,PT220131150213458016777,F-Fail,,
31/01/2022,15:02:14,ENS2022010800006095,2022031150200004143,,BPC,BPC Bill Payment,Auto Reversal Success,Peeka Tashi2,100100029463,BTN,Credit,,961.00,,70018314,200100000004,100100029463,BTN,Bhutan Power Corporation,Electricity,70018314,PT220131150214478011248,,,
31/01/2022,15:02:28,ENS2022010800006116,2022031150200004144,,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,961.00,,70018314,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,70018314,PT220131150227946016181,F-Fail,,
31/01/2022,15:02:29,ENS2022010800006116,2022031150200004144,,BPC,BPC Bill Payment,Auto Reversal Success,Peeka Tashi2,100100029463,BTN,Credit,,961.00,,70018314,200100000004,100100029463,BTN,Bhutan Power Corporation,Electricity,70018314,PT220131150228953019642,,,
31/01/2022,15:07:20,ENS2022010800006133,2022031150700004145,200002968377,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,"1,420.00",,70022101,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,70022101,PT220131150719708016411,S-Success,,
31/01/2022,15:38:09,ENS2022010800006245,20220131153758268KXGVJ,,IT,Internal Transfer,S-Success,Peeka Tashi14,100100030004,BTN,Debit,,10.00,Dhondu Pem1,100100032075,100100030004,100100032075,BTN,Dhondu Pem1,Family & Friends,,PT220131153809379014588,,,
31/01/2022,15:40:09,ENS2022010800006269,20220311540001037,20220311540001037,ITPP,TC Postpaid,S-Success,1000003006,100100032075,BTN,Debit,,"13,443.99",,77999149,100100032075,200100000002,BTN,TashiCell,Mobile Postpaid,77999149,PT220131154008672018345,S-Success,,
31/01/2022,15:40:39,ENS2022010800006288,20220311540001038,20220311540001038,ITPP,TC Postpaid,S-Success,1000003006,100100032075,BTN,Debit,,"13,443.99",,77999149,100100032075,200100000002,BTN,TashiCell,Mobile Postpaid,77999149,PT220131154039503019264,S-Success,,
31/01/2022,15:45:24,ENS2022010800006312,20220311545001039,,ITPP,TC Postpaid,S-Success,1000003006,100100032075,BTN,Debit,,"42,206.04",,77999020,100100032075,200100000002,BTN,TashiCell,Mobile Postpaid,77999020,PT220131154523907014679,F-Fail,,
31/01/2022,15:45:25,ENS2022010800006312,20220311545001039,,ITPP,TC Postpaid,Auto Reversal Success,1000003006,100100032075,BTN,Credit,,"42,206.04",,77999020,200100000002,100100032075,BTN,TashiCell,Mobile Postpaid,77999020,PT220131154525124019485,,,
31/01/2022,15:46:01,ENS2022010800006334,20220311546001040,,ITPP,TC Postpaid,S-Success,1000003006,100100032075,BTN,Debit,,"42,206.04",,77999020,100100032075,200100000002,BTN,TashiCell,Mobile Postpaid,77999020,PT220131154601304017429,F-Fail,,
31/01/2022,15:46:02,ENS2022010800006334,20220311546001040,,ITPP,TC Postpaid,Auto Reversal Success,1000003006,100100032075,BTN,Credit,,"42,206.04",,77999020,200100000002,100100032075,BTN,TashiCell,Mobile Postpaid,77999020,PT220131154602546013534,,,
31/01/2022,15:46:29,ENS2022010800006359,20220311546001041,,ITPP,TC Postpaid,S-Success,1000003006,100100032075,BTN,Debit,,"42,206.04",,77999020,100100032075,200100000002,BTN,TashiCell,Mobile Postpaid,77999020,PT220131154629455018762,F-Fail,,
31/01/2022,15:46:30,ENS2022010800006359,20220311546001041,,ITPP,TC Postpaid,Auto Reversal Success,1000003006,100100032075,BTN,Credit,,"42,206.04",,77999020,200100000002,100100032075,BTN,TashiCell,Mobile Postpaid,77999020,PT220131154630574017979,,,
31/01/2022,15:46:50,ENS2022010800006378,20220131154646157HEPKJ,,IT,Internal Transfer,S-Success,Peeka Tashi14,100100030004,BTN,Debit,,50.00,Dhondu Pem15,100100029993,100100030004,100100029993,BTN,Dhondu Pem15,Family & Friends,,PT220131154650378018813,,,
31/01/2022,15:47:15,ENS2022010800006398,20220311547001042,,ITPP,TC Postpaid,S-Success,1000003006,100100032075,BTN,Debit,,"42,206.04",,77999020,100100032075,200100000002,BTN,TashiCell,Mobile Postpaid,77999020,PT220131154715508018406,F-Fail,,
31/01/2022,15:47:16,ENS2022010800006398,20220311547001042,,ITPP,TC Postpaid,Auto Reversal Success,1000003006,100100032075,BTN,Credit,,"42,206.04",,77999020,200100000002,100100032075,BTN,TashiCell,Mobile Postpaid,77999020,PT220131154716593012451,,,
31/01/2022,15:48:10,ENS2022010800006416,2022031154800004146,,BPC,BPC Bill Payment,S-Success,Peeka Tashi2,100100029463,BTN,Debit,,"1,423.00",,1000039362,100100029463,200100000004,BTN,Bhutan Power Corporation,Electricity,1000039362,PT220131154810165012521,F-Fail,,
31/01/2022,15:48:11,ENS2022010800006416,2022031154800004146,,BPC,BPC Bill Payment,Auto Reversal Success,Peeka Tashi2,100100029463,BTN,Credit,,"1,423.00",,1000039362,200100000004,100100029463,BTN,Bhutan Power Corporation,Electricity,1000039362,PT220131154811197012122,,,
31/01/2022,15:48:28,ENS2022010800006441,20220131154824884XEOMB,,IT,Internal Transfer,S-Success,Peeka Tashi14,100100030004,BTN,Debit,,100.00,Peeka Tashi11,100100030443,100100030004,100100030443,BTN,Peeka Tashi11,Family & Friends,,PT220131154828222017403,,,
31/01/2022,15:49:21,ENS2022010800006470,203115019080,,IIPC,BIPS Transfer Out,S-Success,Peeka Tashi14,100100030004,BTN,Debit,,10.00,,101018000601,100100030004,900500018317,BTN,Bhutan Development Bank Limited,Others,,PT220131154921417016347,F-Fail,,
31/01/2022,15:50:36,ENS2022010800006488,20220311550001043,,ITPP,TC Postpaid,S-Success,1000003006,100100032075,BTN,Debit,,"42,206.04",,77999020,100100032075,200100000002,BTN,TashiCell,Mobile Postpaid,77999020,PT220131155036260018365,F-Fail,,
31/01/2022,15:50:37,ENS2022010800006488,20220311550001043,,ITPP,TC Postpaid,Auto Reversal Success,1000003006,100100032075,BTN,Credit,,"42,206.04",,77999020,200100000002,100100032075,BTN,TashiCell,Mobile Postpaid,77999020,PT220131155037388016608,,,
31/01/2022,15:52:24,ENS2022010800006507,203115019081,,IIPC,BIPS Transfer Out,S-Success,Peeka Tashi14,100100030004,BTN,Debit,,30.00,,100640334,100100030004,900500018317,BTN,Bank of Bhutan,Others,,PT220131155224565013694,F-Fail,,
31/01/2022,15:52:34,ENS2022010800006521,20220311552001044,,ITPP,TC Postpaid,S-Success,1000003006,100100032075,BTN,Debit,,"42,206.04",,77999020,100100032075,200100000002,BTN,TashiCell,Mobile Postpaid,77999020,PT220131155234513015639,F-Fail,,
31/01/2022,15:52:35,ENS2022010800006521,20220311552001044,,ITPP,TC Postpaid,Auto Reversal Success,1000003006,100100032075,BTN,Credit,,"42,206.04",,77999020,200100000002,100100032075,BTN,TashiCell,Mobile Postpaid,77999020,PT220131155235631019353,,,
31/01/2022,15:53:22,ENS2022010800006541,20220311553001045,,ITPP,TC Postpaid,S-Success,1000003006,100100032075,BTN,Debit,,"42,206.04",,77999020,100100032075,200100000002,BTN,TashiCell,Mobile Postpaid,77999020,PT220131155321820011560,F-Fail,,
31/01/2022,15:53:23,ENS2022010800006541,20220311553001045,,ITPP,TC Postpaid,Auto Reversal Success,1000003006,100100032075,BTN,Credit,,"42,206.04",,77999020,200100000002,100100032075,BTN,TashiCell,Mobile Postpaid,77999020,PT220131155322905017277,,,
31/01/2022,15:53:42,ENS2022010800006559,20220311553001046,,ITPP,TC Postpaid,S-Success,1000003006,100100032075,BTN,Debit,,"42,206.04",,77999020,100100032075,200100000002,BTN,TashiCell,Mobile Postpaid,77999020,PT220131155342014014240,F-Fail,,
31/01/2022,15:53:43,ENS2022010800006559,20220311553001046,,ITPP,TC Postpaid,Auto Reversal Success,1000003006,100100032075,BTN,Credit,,"42,206.04",,77999020,200100000002,100100032075,BTN,TashiCell,Mobile Postpaid,77999020,PT220131155343174018771,,,
31/01/2022,15:55:36,ENS2022010800006597,203115019083,,IQRC,QR Transfer Out,S-Success,Peeka Tashi14,100100030004,BTN,Debit,,50.00,SONAM DORJI,9400940447565460,100100030004,900600018321,BTN,SONAM DORJI,Others,,PT220131155536273011255,F-Fail,,
31/01/2022,15:56:56,ENS2022010800006617,203115019084,,IQRC,QR Transfer Out,S-Success,Peeka Tashi14,100100030004,BTN,Debit,,20.00,SITHAR LHAMO,9400940000001911,100100030004,900600018321,BTN,SITHAR LHAMO ,Others,,PT220131155655959012933,F-Fail,,
31/01/2022,16:03:05,ENS2022010800006682,20220311603001047,,ITPP,TC Postpaid,S-Success,1000003006,100100032075,BTN,Debit,,"42,206.04",,77999020,100100032075,200100000002,BTN,TashiCell,Mobile Postpaid,77999020,PT220131160305571014509,F-Fail,,
31/01/2022,16:03:06,ENS2022010800006682,20220311603001047,,ITPP,TC Postpaid,Auto Reversal Success,1000003006,100100032075,BTN,Credit,,"42,206.04",,77999020,200100000002,100100032075,BTN,TashiCell,Mobile Postpaid,77999020,PT220131160306701017304,,,
31/01/2022,16:07:29,ENS2022010800006714,22031160705627,1567552203158922,IBPP,BT Postpaid,S-Success,1000002756,100100029463,BTN,Debit,,7.00,,97517534089,100100029463,200100000001,BTN,Bhutan Telecom Limited,Mobile Postpaid,210061,PT220131160729038019429,F-Fail,,
31/01/2022,16:07:37,ENS2022010800006714,22031160705627,1567552203158922,IBPP,BT Postpaid,Auto Reversal Success,1000002756,100100029463,BTN,Credit,,7.00,,97517534089,200100000001,100100029463,BTN,Bhutan Telecom Limited,Mobile Postpaid,210061,PT220131160737374016277,,,
31/01/2022,16:07:45,ENS2022010800006731,22031160705628,,IBPP,BT Postpaid,S-Success,1000002756,100100029463,BTN,Debit,,7.00,,97517534089,100100029463,200100000001,BTN,Bhutan Telecom Limited,Mobile Postpaid,210061,PT220131160744816012512,F-Fail,,
31/01/2022,16:07:46,ENS2022010800006731,22031160705628,,IBPP,BT Postpaid,Auto Reversal Success,1000002756,100100029463,BTN,Credit,,7.00,,97517534089,200100000001,100100029463,BTN,Bhutan Telecom Limited,Mobile Postpaid,210061,PT220131160745963013651,,,
31/01/2022,16:08:22,ENS2022010800006748,20220311608001048,,ITPP,TC Postpaid,S-Success,1000003006,100100032075,BTN,Debit,,"42,206.04",,77999020,100100032075,200100000002,BTN,TashiCell,Mobile Postpaid,77999020,PT220131160822655019157,F-Fail,,
31/01/2022,16:08:23,ENS2022010800006748,20220311608001048,,ITPP,TC Postpaid,Auto Reversal Success,1000003006,100100032075,BTN,Credit,,"42,206.04",,77999020,200100000002,100100032075,BTN,TashiCell,Mobile Postpaid,77999020,PT220131160823741018988,,,
31/01/2022,16:09:20,ENS2022010800006772,20220311609001049,,ITPP,TC Postpaid,S-Success,1000003006,100100032075,BTN,Debit,,"42,206.04",,77999020,100100032075,200100000002,BTN,TashiCell,Mobile Postpaid,77999020,PT220131160919820011540,F-Fail,,
31/01/2022,16:09:21,ENS2022010800006772,20220311609001049,,ITPP,TC Postpaid,Auto Reversal Success,1000003006,100100032075,BTN,Credit,,"42,206.04",,77999020,200100000002,100100032075,BTN,TashiCell,Mobile Postpaid,77999020,PT220131160920941014538,,,
31/01/2022,16:10:29,ENS2022010800006789,20220311610001050,,ITPP,TC Postpaid,S-Success,1000003006,100100032075,BTN,Debit,,"42,206.04",,77999020,100100032075,200100000002,BTN,TashiCell,Mobile Postpaid,77999020,PT220131161029455018590,F-Fail,,
31/01/2022,16:10:30,ENS2022010800006789,20220311610001050,,ITPP,TC Postpaid,Auto Reversal Success,1000003006,100100032075,BTN,Credit,,"42,206.04",,77999020,200100000002,100100032075,BTN,TashiCell,Mobile Postpaid,77999020,PT220131161030634019307,,,
31/01/2022,16:11:26,ENS2022010800006813,22031161105629,7267632203159159,IBPP,BT Postpaid,S-Success,1000002770,100100029602,BTN,Debit,,7.00,,ISP6382,100100029602,200100000001,BTN,Bhutan Telecom Limited,BT Enterprise,210061,PT220131161126023011073,F-Fail,,
31/01/2022,16:11:32,ENS2022010800006825,20220311611001051,,ITPP,TC Postpaid,S-Success,1000003006,100100032075,BTN,Debit,,"42,206.04",,77999020,100100032075,200100000002,BTN,TashiCell,Mobile Postpaid,77999020,PT220131161131701014404,F-Fail,,
31/01/2022,16:11:32,ENS2022010800006825,20220311611001051,,ITPP,TC Postpaid,Auto Reversal Success,1000003006,100100032075,BTN,Credit,,"42,206.04",,77999020,200100000002,100100032075,BTN,TashiCell,Mobile Postpaid,77999020,PT220131161132777011109,,,
31/01/2022,16:11:34,ENS2022010800006813,22031161105629,7267632203159159,IBPP,BT Postpaid,Auto Reversal Success,1000002770,100100029602,BTN,Credit,,7.00,,ISP6382,200100000001,100100029602,BTN,Bhutan Telecom Limited,BT Enterprise,210061,PT220131161134252013419,,,
31/01/2022,16:12:26,ENS2022010800006853,22031161205630,7267672203159219,IBPP,BT Postpaid,S-Success,1000002756,100100029463,BTN,Debit,,7.00,,97517534089,100100029463,200100000001,BTN,Bhutan Telecom Limited,Mobile Postpaid,210061,PT220131161226237011134,F-Fail,,
31/01/2022,16:12:34,ENS2022010800006853,22031161205630,7267672203159219,IBPP,BT Postpaid,Auto Reversal Success,1000002756,100100029463,BTN,Credit,,7.00,,97517534089,200100000001,100100029463,BTN,Bhutan Telecom Limited,Mobile Postpaid,210061,PT220131161234391018431,,,
31/01/2022,16:16:28,ENS2022010800006874,22031161605631,1567722203159462,IBPP,BT Postpaid,S-Success,1000002756,100100029463,BTN,Debit,,7.00,,97517534089,100100029463,200100000001,BTN,Bhutan Telecom Limited,Mobile Postpaid,210061,PT220131161628489015432,F-Fail,,
31/01/2022,16:16:37,ENS2022010800006874,22031161605631,1567722203159462,IBPP,BT Postpaid,Auto Reversal Success,1000002756,100100029463,BTN,Credit,,7.00,,97517534089,200100000001,100100029463,BTN,Bhutan Telecom Limited,Mobile Postpaid,210061,PT220131161636918018065,,,
31/01/2022,16:17:42,ENS2022010800006893,22031161705632,2867752203159535,IBPP,BT Postpaid,S-Success,1000002756,100100029463,BTN,Debit,,7.00,,97517534089,100100029463,200100000001,BTN,Bhutan Telecom Limited,Mobile Postpaid,210061,PT220131161741728018512,F-Fail,,
31/01/2022,16:17:50,ENS2022010800006893,22031161705632,2867752203159535,IBPP,BT Postpaid,Auto Reversal Success,1000002756,100100029463,BTN,Credit,,7.00,,97517534089,200100000001,100100029463,BTN,Bhutan Telecom Limited,Mobile Postpaid,210061,PT220131161750172012478,,,
31/01/2022,16:19:35,ENS2022010800006919,20220311619001052,,ITPP,TC Postpaid,S-Success,1000003006,100100032075,BTN,Debit,,"42,206.04",,77999020,100100032075,200100000002,BTN,TashiCell,Mobile Postpaid,77999020,PT220131161935002012303,F-Fail,,
31/01/2022,16:19:36,ENS2022010800006919,20220311619001052,,ITPP,TC Postpaid,Auto Reversal Success,1000003006,100100032075,BTN,Credit,,"42,206.04",,77999020,200100000002,100100032075,BTN,TashiCell,Mobile Postpaid,77999020,PT220131161936095013632,,,
31/01/2022,16:19:41,ENS2022010800006934,22031161905633,2767792203159654,IBPP,BT Postpaid,S-Success,1000002847,100100030395,BTN,Debit,,239.00,,02564359,100100030395,200100000001,BTN,Bhutan Telecom Limited,BT Landline,210061-278700-334418-398571-678316-804647-1046047-1176337-1314466-1457782-1519447-1657295-1799126,PT220131161940979016777,F-Fail,,
31/01/2022,16:19:49,ENS2022010800006934,22031161905633,2767792203159654,IBPP,BT Postpaid,Auto Reversal Success,1000002847,100100030395,BTN,Credit,,239.00,,02564359,200100000001,100100030395,BTN,Bhutan Telecom Limited,BT Landline,210061-278700-334418-398571-678316-804647-1046047-1176337-1314466-1457782-1519447-1657295-1799126,PT220131161949384016511,,,
